,symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName,country,isEtf,isFund,isActivelyTrading
216,WWD,"Woodward, Inc.",8859658605,Industrials,Aerospace & Defense,1.35,146.93,1.0,56591,NASDAQ Global Select,NASDAQ,US,False,False,True
217,WSC,WillScot Mobile Mini Holdings Corp.,8750064260,Industrials,Rental & Leasing Services,1.348,46.06,0.0,211094,NASDAQ Capital Market,NASDAQ,US,False,False,True
218,CHRW,"C.H. Robinson Worldwide, Inc.",8687339120,Industrials,Integrated Freight & Logistics,0.725,74.32,2.44,347497,NASDAQ Global Select,NASDAQ,US,False,False,True
219,GTLB,GitLab Inc.,8679040000,Technology,Software—Application,0.0,56.8,0.0,894612,NASDAQ Global Select,NASDAQ,US,False,False,True
220,NXT,Nextracker Inc.,8673007988,Technology,Solar,,59.945,0.0,744550,NASDAQ Global Select,NASDAQ,US,False,False,True
221,MKSI,"MKS Instruments, Inc.",8504636382,Technology,Scientific & Technical Instruments,1.67,126.83,0.88,100787,NASDAQ Global Select,NASDAQ,US,False,False,True
222,ETSY,"Etsy, Inc.",8460328800,Consumer Cyclical,Internet Retail,2.021,71.4,0.0,661404,NASDAQ Global Select,NASDAQ,US,False,False,True
223,GNTX,Gentex Corporation,8360565072,Consumer Cyclical,Auto Parts,0.987,36.116,0.48,196255,NASDAQ Global Select,NASDAQ,US,False,False,True
224,LBRDA,Liberty Broadband Corporation,8358698481,Communication Services,Telecom Services,0.962,58.15,0.0,35684,NASDAQ Global Select,NASDAQ,US,False,False,True
225,MKTX,MarketAxess Holdings Inc.,8323430624,Financial Services,Capital Markets,0.767232,220.96,2.88,240203,NASDAQ Global Select,NASDAQ,US,False,False,True
226,APPF,"AppFolio, Inc.",8302430330,Technology,Software—Application,0.805,227.65,0.0,18228,NASDAQ Global Market,NASDAQ,US,False,False,True
227,CHDN,Churchill Downs Incorporated,8289444274,Consumer Cyclical,Gambling,1.021,112.51,0.38,107964,NASDAQ Global Select,NASDAQ,US,False,False,True
228,AMKR,"Amkor Technology, Inc.",8268118500,Technology,Semiconductors,1.967,33.625,0.32,251203,NASDAQ Global Select,NASDAQ,US,False,False,True
229,MIDD,The Middleby Corporation,8224905696,Industrials,Specialty Industrial Machinery,1.558,153.44,0.0,34462,NASDAQ Global Select,NASDAQ,US,False,False,True
230,DBX,"Dropbox, Inc.",8112866720,Technology,Software—Infrastructure,0.711,23.585,0.0,1628434,NASDAQ Global Select,NASDAQ,US,False,False,True
231,OLED,Universal Display Corporation,7927106816,Technology,Semiconductor Equipment & Materials,1.457,167.36,1.6,72680,NASDAQ Global Select,NASDAQ,US,False,False,True
232,WFRD,Weatherford International plc,7914606016,Energy,Oil & Gas Equipment & Services,1.869,109.4399,0.0,108160,NASDAQ Global Select,NASDAQ,US,False,False,True
233,PCVX,"Vaxcyte, Inc.",7764723000,Healthcare,Biotechnology,0.913,71.625,0.0,72259,NASDAQ Global Select,NASDAQ,US,False,False,True
234,PPC,Pilgrim's Pride Corporation,7731226150,Consumer Defensive,Packaged Foods,0.82,32.65,0.0,108484,NASDAQ Global Select,NASDAQ,US,False,False,True
235,COKE,"Coca-Cola Consolidated, Inc.",7721950438,Consumer Defensive,Beverages—Non-Alcoholic,0.834,823.79,2.0,12755,NASDAQ Global Select,NASDAQ,US,False,False,True
